,,biglietto intero,biglietto ridotto,cap,casa museo,categoria,comune,denominazione,indirizzo,latitudine,longitudine,note,omr,orari,provincia,q1.10 sa email museo istituto,q1.11 sa sito web museo istituto,q1.3 sa localita museo istituto,q1.4 sa ubicazione/edificio museo istituto,q1.9 sa fax museo istituto,scheda,sistema museale tematico,sistema museale territoriale,statale non statale,telefono
Sicilia,58,"8,00","4,00",,,musei archeologici,siracusa,museo archeologico regionale paolo orsi di siracusa,viale teocrito 66,,,"lacquisto di biglietti non pu pi essere effettuato tramite bonifico sul contocorrente dellamministrazione regionale. per informazioni rivolgersi al concessionario thekey srl, amministrazionethekeygroup.eu",,"luned chiusura. da marted a sabato dalle 9.00 alle 19.00. festivi dalle 9.00 alle 14.00. ultimo ingresso unora prima. orari numismatica da marted a sabato dalle 9.00 alle 13.30, mercoled dalle 9.00 alle 17.30.",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid30ampidsito71,,,,0931489511 fax 0931489532apertura straordinaria luned 24 aprile e 1 maggio ore 9 14
Sicilia,59,gratuito,gratuito,,,aree archeologiche,milazzo,antiquarium di milazzo,via impallomeni 16,,,,,da marted al sabato ore 0900/1900 festivi e lunedi ore 0900/1300.,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid191ampidsito152,,,,0909223471
Sicilia,60,unico con museo di kamarina,unico con museo di kamarina,,,aree archeologiche,ragusa,area archeologica agora,"s.p. 102 km.1,5",,,,,chiusa per lavori di messa in sicurezza,ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid177ampidsito125,,,,0932 826004
Sicilia,61,gratuito,gratuito,,,aree archeologiche,carlentini,area archeologica di leontinoi,contrada san mauro carlentini,,,,,"marted, gioved dalle 8.30 alle 13.45 chiusura biglietteria ore 13.00.gioved 27 e festivi chiuso",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid180ampidsito81,,,,0957832962 presso museo
Sicilia,62,,,,,aree archeologiche,gela,area archeologica bosco littorio emporio greco di gela,localit bosco littorio,,,,,chiuso temporaneamente,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid146ampidsito24,,,,0933912626
Sicilia,63,"3,00","1,50",,,monumentale,montalbano elicona,castello di montalbano elicona,via castello,,,"nei giorni di chiusura visitabile su prenotazione, tramite ufficio del turismo del comune 0941678019 0941670081",,da luned a venerdi dalle ore 0900 alle ore 1300 e dalle ore 1400 alle ore 1800.nei festivi dalle ore 0900 alle ore 1800 open day.lapertura sar prolungata nel periodo estivo,messina,,,,,,,,,,"09036746433, urp della soprintendenza di messina"
Sicilia,64,"6,00","3,00",,,aree archeologiche,palermo,castello della zisa,piazza zisa,,,,,"da luned a sabato 9,00 19,00 ultimo ingresso 18,30 domenica e festivi 9,00 13,30 ultimo ingresso 13,00",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid11ampidsito56,,,,0916520269 0917071411
Sicilia,65,gratuito,gratuito,,,aree archeologiche,catania,anfiteatro romano di catania,piazza stesicoro,,,,,da marted a sabato dalle ore 9.00 alle ore 13.00 e dalle ore 14.30 alle ore 19.00.giorni di chiusuraluned e domenica.,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid147ampidsito28,,,,095/7150508 polomuseale.ctregione.sicilia.it poloregionalect.urp.regione.sicilia.it
Sicilia,66,gratuito,gratuito,,,aree archeologiche,favignana,grotta del genovese levanzo,,,,previa prenotazione escluso i festivi. la visita dura 2 ore ed guidata,,visitabile su prenotazione,trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid190ampidsito90,,,,0923808111
Sicilia,67,"4,00","2,00",,,musei archeologici,marsala,museo archeologico regionale lilibeo marsala baglio anselmi,lungomare boeo 30 91025 marsala,,,grotta della sibilla da marted a venerd 9.00 13.00 visite su richiesta.ipogeo crispia salvia da marted a venerd 9.00 13.00 visite su prenotazione.chiusura il luned. orari in vigore dal 18 aprile 2017,,"museo marted, domenica e festivi ore 9.00 13.30 ultimo 12.30 da mercoled a sabato 9.00 18.30 ultimo 17.30. area archeologica marted, domenica e festivi 9.00 12.30 da mercoled a sabato 9.00 17.30 ultimo 16.30. chiusura il luned",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid32ampidsito88,,,,0923 952535 per le visite su prenotazione rivolgersi al personale o telefonare allo 0923 952535
Sicilia,68,"2,00","1,00",,,aree archeologiche,campobello di mazara,area archeologica cave di cusa vincenzo tusa,s.p. tre fontane,,,"modalit di pagamento ingresso alle aree del parco contanti allo sportello della biglietteria, pos allo sportello della biglietteria bonifico bancario istruzioni sulla pagina del parco",,"apertura alle 9,00. apertura alle 9,00. dal 1 marzo chiusura alle ore 13.00 uscita entro le 14.00.",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid183ampidsito89,,,,092446277
Sicilia,69,gratuito,gratuito,,,musei archeologici,ragusa,museo regionale interdisciplinare di ragusa,via natalelli,,,dipende dal polo regionale di ragusa per i siti archeologici e per i parchi archeologici di kamarina e cava ispica,,"tutti i giorni feriali dalle ore 9,00 alle 18.30. apertura festiva solo la prima domenica di ogni mese",ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid28ampidsito67,,,,0932622963 fax 0932622963
Sicilia,70,gratuito,gratuito,,,musei archeologici,lentini,museo archeologico regionale di lentini,via museo 1,,,,,luned chiuso. dal marted al sabato dalle 9.00 alle 19.00 chiusura biglietteria 18.00.domenica 2 9 30 luglio dalle 9.00 alle 13.30 chiusura biglietteria 13.00,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid31ampidsito80,,,,0957832962
Sicilia,71,gratuito,gratuito,,,aree archeologiche,siracusa,ginnasio romano,via elorina,,,,,chiuso,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid181ampidsito76,,,,09314508211
Sicilia,72,"6,00","3,00",,,musei e gallerie,palermo,museo regionale darte moderna e contemporanea di palermo,corso vittorio emanuele n. 365piazza bologni,,,"la prima domenica di ogni mese ingresso gratuito. prossima festivit venerd 2 giugno apertura del museo, orario 10.00 20.00la biglietteria chiude 30 minuti prima.",,"marted, mercoled e domenica ore 10,00 20,00la biglietteria chiude 30 minuti prima giovedi, venerd e sabato ore 10,00 24,00la biglietteria chiude 30 minuti prima. luned chiuso eccetto i festivi. la biglietteria chiude 30 minuti prima.",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid9ampidsito112,,,,091320532 fax 0916090166
Sicilia,73,"6,00","3,00",,,musei e gallerie,trapani,museo regionale agostino pepoli di trapani museo interdisciplinare,via conte pepoli 180,,,,,"lunedichiuso. apertura da mercoled a sabato dalle 9,00 alle 17.30marterd dalle 9,00 alle 13,30 domeniche e festivi dalle ore 9,00 alle 12,30. la biglietteria termina il servizio mezzora prima della chiusura.",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid14ampidsito86,,,,0923553269 fax 0923535444
Sicilia,74,"4,00","2,00",,,musei e gallerie,caltagirone,museo regionale della ceramica di caltagirone,giardino pubblico vittorio emanuele fino al 19 marzo 2017 succesivamente anche da via roma teatrino del bonaiuto,,,ingresso gratuito ai minori di 18 anni e ai cittadini dellunione europea nel giorno del loro compleanno. ingresso libero la prima domenica di ogni mese. visitate la pagina facebook.,,tutti i giorni dalle 9.00 alle 18.30 ultimo ingresso ore 18.00,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid2ampidsito38,,,,093358418 093358423 fax 093326972
Sicilia,75,"10,00","5,00",,,aree archeologiche,siracusa,"area archeologica della neapolis, orecchio di dionisio e teatro greco",via del teatro greco,,,"lacquisto di biglietti non pu pi essere effettuato tramite bonifico sul contocorrente dellamministrazione regionale. per informazioni rivolgersi al concessionario thekey srl, amministrazionethekeygroup.eu",,"tutti i giorni dalle 8,30 alle 19,45. chiusura biglietteria 18.30",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid55ampidsito75,,,,093166206
Sicilia,76,gratuito,gratuito,,,aree archeologiche,noto,area archeologica e villa romana del tellaro,contrada caddeddi,,,,,tutti i giorni dalle 8.30 alle 19.00 chiusura biglietteria 18.00,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid53ampidsito83,,,,0931573883
Sicilia,77,gratuito,gratuito,,,aree archeologiche,catania,ipogeo romano,via g. sanfilippo,,,,,lipogeo romano visitabile su prenotazione,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid166ampidsito30,,,,095/7150508 polomuseale.ctregione.sicilia.it poloregionalect.urpregione.sicilia.it
Sicilia,78,"6,00","3,00",,,aree archeologiche,calatafimi segesta,area archeologica segesta,case barbaro contrada barbaro s.p. 68,,,,,"apertura sempre alle ore 9.00. chiusure sino al 28 febbraio ore 17. dall1 al 26 marzo ore 18,30 dal 27 marzo al 1 ottobre ore 19.30 dal 2 al 31 ottobre ore 18,30 dal 1 novembre al 31 dicembre ore 17. ultimo ingresso unora prima della chiusura.",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid57ampidsito91,,,,0924952356
Sicilia,79,,,,,musei e gallerie,marineo,castello beccadelli bologna,piazza castello,,,dipende dal polo regionale di palermo per i parchi e i musei archeologici.,,da marted a domenica dalle 9.30 dalle 13.30. mercoled e sabato anche dalle 9.30 alle 18.30. chiuso il luned,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid101ampidsito110,,,,0917071425 0918726491
Sicilia,80,"2,00","2,00",,,musei e gallerie,adrano,museo regionale di adrano,piazza umberto i,,,,,aperto da luned a sabato dalle ore 9.00 alle ore 19.00. domenica dalle ore 9.00 alle ore 13.00. la prima domenica del mese dalle 9.00 alle 19.00.costo 2 euro prezzo ridotto poich parte del museo temporaneamente chiusa,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid4ampidsito35,,,,tel. 0957691622 0957602608
Sicilia,81,ingresso libero,ingresso libero,,,aree archeologiche,santa croce camerina,area archeologica caucana,via delle anticaglie frazione caucana,,,gestito dal comitato kaukana con indirizzo email comitato.kaukanagmail.com,,apertura su prenotazione telefonica. tutte le domeniche dal 30 aprile al 30 giugno dalle ore 10.00 alle 12.30 nei mesi di luglio ed agosto il mattino dalle 10.00 alle 12.30 e nel pomeriggio dalle 17.00 alle 19.30,ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid54ampidsito70,,,,347 6974 535 distefano
Sicilia,82,"8,00","4,00",,,musei archeologici,agrigento,museo archeologico regionale di agrigento,contrada san nicola 12,,,,,"da luned a sabato 9,00 19,30 giorni festivi e domeniche 9,00 13,30. ultimo ingresso mezzora prima della chiusura. biglietto cumulativo museo parco archeologico e paesaggistico valle dei templi singolo 13,50, ridotto 7,00.",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid16ampidsito2,,,,0922401565 fax 092220014e mail polomuseale.agregione.sicilia.it
Sicilia,83,,,,,aree archeologiche,siracusa,tempio jonico,via del teatro greco,,,,,chiuso al pubblico per interventi di manutenzione,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid179ampidsito73,,,,0931 450811
Sicilia,84,"6,00","3,00",,,monumentale,favignana,ex stabilimento florio di favignana,isola di favignana,,,"per informazioni biglietteria del sito, cell. 3245631991",,"dall1 al 9 aprile sabato e domenica 10.00 14.00. dal 15 aprile al 30 maggio tutti i giorni 10.00 14.00, dall1 al 30 giugno chiusura alle 17.00. da luglio a settembre tutti i giorni 10.30 13.30 e 17.00 23.00",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid186ampidsito150,,,,vedi sito internet della soprintendenza bb.cc.aa. di trapani
Sicilia,85,"8,00","4,00",,,musei e gallerie,siracusa,galleria regionale di palazzo bellomo di siracusa museo interdisciplinare,via capodieci 14 16,,,"20 settembre 2016 per lacquisto di stock di biglietti rivolgersi al concessionario thekey srl, amministrazionethekeygroup.eu",,"da marzo a novembre 2017 da marted a sabato dalle 9.00 alle 19.00. festivi tranne prima e terza domenica apertura dalle 14.00 alle 19.30, prima e terza domenica dalle 9.00 alle 13.30. luned chiuso.",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid13ampidsito72,,,,"093169511, fax 093169529"
Sicilia,86,"8,00","4,00",,,musei e gallerie,messina,museo regionale interdisciplinare di messina,viale della libert 465,,,"i giorni 15, 16 e la mattina del 17 giugno il museo sar chiuso per lultimazione dei preparativi allapertura dei nuovi settori. dopo la cerimonia di sabato 17, lingresso libero del pubblico sar garantito dalle 20.30 alle 22.30.",,dal marted al sabato ingresso dalle 9.00 alle 18.30 chiusura 19.00 domenica e festivi 9.00 12.30 chiusura 13.00. luned non festivi chiuso.,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid5ampidsito43,,,,090361292/93
Sicilia,87,gratuito,gratuito,,,aree archeologiche,naro,zona archeologica,contrada canale naro,,,,,"da luned al sabato dalle ore 8,00 alle ore 14,00. tutte le domeniche e le festivit chiusura totale",agrigento,,,,,,,,,,centralino soprintendenza bb.cc.aa. di agrigento 0922552611
Sicilia,88,,,,,aree archeologiche,gela,area archeologica acropoli molino a vento,corso vittorio emanuele 1,,,"apertura fino alle ore 13,00 tutte le domeniche di giugno e luglio.biglietto unico con il museo archeologico regionale di gela.",,"in ora solare, dal luned al sabato, dalle 9,30 alle 13,00 e dalle 14,00 alle 18,00 ultimo ingresso ore 17,30. chiuso i festivi tranne la prima domenica di ogni mese, dalle 9,00 alle 13,00 ultimo ingresso ore 12,30",caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid37ampidsito22,,,,0933912626
Sicilia,89,gratuito,gratuito,,,aree archeologiche,san cataldo,area archeologica vassallaggi,contrada vassallaggi,,,per ragioni di sicurezza il sito non temporaneamente visitabile.,,visitabile su prenotazione inviando richiesta a sopriclregione.sicilia.it,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid164ampidsito25,,,,0934554964
Sicilia,90,"4,00","2,00",,,aree archeologiche,patti,villa romana di patti,via giovanni xxiii 2 patti marina,,,"dal 1 settembre 2015 istituito il biglietto unico per la visita della villa romana di patti marina e dellarea archeologica di tindari, con tariffa intera di 8,00 e ridotta di 4,00, la cui validit di tre giorni dalla data di emissione.",,"maggio, giugno, luglio e agosto ore 0900/1900. dal 1 al 15 settembre ore 0900/1830 dal 16 al 30 settembre ore 0900/1800.",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid42ampidsito49,,,,0941361593
Sicilia,91,"8,00","4,00",,,musei e gallerie,palermo,galleria regionale della sicilia di palazzo abatellis di palermo museo interdisciplinare,via alloro 4,,,prima domenica del mese ingresso gratuito. possibilit di biglietto cumulativo.,,"da marted a venerd 9.00 18.30 sabato, domenica e festivi 9.00 13.00. luned chiuso.",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid7ampidsito54,,,,"telefono 0916230011, fax 0916165305, urp 0916230068, biglietteria 0916230047e mailpolomuseale.paregione.sicilia.ithttps//www.facebook.com/galleriaregionaledellasiciliadipalazzoabatellisfrefts"
Sicilia,92,,,,,monumentale,taormina,palazzo ciampoli,corso umberto,,,,,"prossima apertura, orari in attesa di definizione",messina,,,,,,,,,,"09036746433, urp della soprintendenza di messina"
Sicilia,93,"6,00","3,00",,,aree archeologiche,catania,teatro romano e odeon di catania,via vittorio emanuele 266,,,"in occasione dellevento organizzato in collaborazione con taobuk premio sicilia a isabel allende, sabato 3 giugno, il teatro antico chiuder alle ore 17.00",,da luned a domenica dalle ore 9.00 alle ore 19.00. la prima domenica del mese lingresso gratuito,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid147ampidsito29,,,,095/7150508 fax 095/311004 polomuseale.ctregione.sicilia.it poloregionalect.urp.regione.sicilia.it
Sicilia,94,gratuito,gratuito,,,musei archeologici,palazzolo acreide,museo archeologico di palazzo cappellani,via gaetano italia 36,,,,,"luned e festivi dalle 14,00 alle 19,00, chiusura biglietteria 18,00. dal marted al sabato dalle 9,00 alle 19,00, chiusura biglietteria 18,00",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid326ampidsito172,,,,0931875575
Sicilia,95,gratuito,gratuito,,,aree archeologiche,gela,area archeologica bagni greci di gela,via europa,,,sito non custodito situato allinterno della struttura casa di riposo antonietta aldisio,,"libero accesso tutti i giorni dalle 9,00 alle 14,00 e dalle 15,00 alle 20,00",caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid145ampidsito23,,,,0933 912626
Sicilia,96,,,,,aree archeologiche,pozzallo,torre cabrera,"pozzallo, piazza rimembranza snc",,,ingresso libero. per info ulteriori ed eventuali variazionicomune di pozzallo culturacomune.pozzallo.rg.it,,dal luned al sabato dalle ore 9 alle 12.30 e dalle ore 16.45 alle 19.45.,ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid178ampidsito128,,,,09321839271
Sicilia,97,ingresso libero,ingresso libero,,,monumentale,catania,chiesa di san francesco borgia,via crociferi 17,,,,,"da luned a sabato dalle 9,00 alle 19,00. aperta la prima domenica di ogni mese dalle 9,00 alle 19,00. ulteriori domeniche del mese 9.00 13.00. festivi 9.00 13.00.",catania,,,,,,,,,,095310762
Sicilia,98,"4,00","2,00",,,aree archeologiche e antiquarium,termini imerese,area archeologica e antiquarium di himera,contrada buonfornello,,,dipende dal polo regionale di palermo per i parchi e i musei archeologici. visita allarea archeologica della citt alta dalle 9.30 alle 13.30.,,"feriali 9.30 13.30 e 14.30 18.30, domeniche e festivi 9,30 13,30. prima domenica del mese ingresso gratuito. luned chiusura. la biglietteria chiude trenta minuti prima delluscita",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid50ampidsito65,,,,"tel. 0918140128 e 0918140906, fax 0918140906 indirizzo email poloarcheologico.pa.uo5regione.sicilia.it"
Sicilia,99,gratuito,gratuito,,,aree archeologiche,capo dorlando,area archeologica di capo dorlando,contrada bagnoli,,,,,tutti i giorni compresi i festivi da aprile a settembre 0900/1900.,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid168ampidsito46,,,,0941955401
Sicilia,100,gratuito,gratuito,,,aree archeologiche,santangelo muxaro,area archeologica di santangelo muxaro,necropoli santangelo muxaro,,,,,"giorni ferialiaperto tutti i giorni dalle 8,30 alle 19domeniche e festivit infrasettimanaliaperto dalle 8,30 alle 13,30",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid159ampidsito15,,,,0922 919806
Sicilia,101,gratuito,gratuito,,,aree archeologiche,canicatti,zona archeologica vito soldano,zona archeologica di vito soldano canicattss 122 trazzera canicatt castrofilippo,,,,,"da luned al sabato dalle ore 8,00 alle ore 14,00. tutte le domeniche e le festivit chiusura totale",agrigento,,,,,,,,,,centralino soprintendenza bb.cc.aa. di agrigento 0922552611
Sicilia,102,"10,00","5,00",,,aree archeologiche,piazza armerina,area archeologica della villa romana del casale a piazza armerina,contrada casale,,,,,"tutti i giorni, festivi compresi, la biglietteria rimarr aperta dalle ore 9,00 alle ore 18,00, il cancello sar chiuso alle ore 19,00. lingresso libero ogni prima domenica di ogni mese.",enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid39ampidsito124,,,,0935680036
Sicilia,103,"4,00","2,00",,,musei archeologici e aree archeologiche,giardini naxos,museo archeologico regionale e area archeologica di naxos,"via lungomare schis, giardini naxos messina sicily italy",,,audio tour link izi.travel https//izi.travel/it/italia/guide di citta in sicilia taorminascarica app su izitravel,,www.parconaxostaormina.it aperto tutti i giorni dalle 9.00 ad unora prima del tramonto,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid41ampidsito120,,,,direzione 0942628738 museo e area archeologica 094251001 fax 0942571813
Sicilia,104,"4,00","2,00",,,musei e gallerie,catania,casa museo giovanni verga,"via santanna, 8 catania.",,,,,tutti i giorni dalle ore 9.00 alle ore 13.15 e dalle 14.15 alle 19.00.chiusura domenica e festivi.,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid3ampidsito27,,,,0957150598
Sicilia,105,"2,00",,,,monumentale,siracusa,castello maniace,isola di ortigia,,,orari validi per il mese di luglio.,,da luned a sabato dalle 8.30 alle 13.00. festivi chiuso. luned 10 luglio chiuso per lavori,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid102ampidsito77,,,,0931464420
Sicilia,106,"4,00","2,00",,,aree archeologiche e antiquarium,cattolica eraclea,area archeologica e antiquarium eraclea minoa,contrada minoa cattolica eraclea,,,,,"orario di apertura al pubblico dal 18 aprile al 17 settembre dalle ore 9,00 alle ore 19,00orario di apertura dal 18 settembre al 31 dicembre dalle ore 9,00 alle ore 17,00",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid35ampidsito9,,,,0922 846005
Sicilia,107,gratuito,gratuito,,,aree archeologiche,palermo,area archeologica villa bonanno,piazza della vittoria,,,dipende dal polo regionale di palermo per i parchi e i musei archeologici.,,"da luned a venerd dalle 9.00 alle 13,00",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid172ampidsito60,,,,0917071317/411
Sicilia,108,gratuito,gratuito,,,aree archeologiche,san fratello,area archeologica dellantica apollonia,monte vecchio,,,,,da aprile a settembre nei giorni feriali ore 0900/1900 nei festivi da giugno a settembre ore 0900/1900.,messina,,,,,,,,,,"09036746433, urp soprintendenza di messina"
Sicilia,109,,,,,aree archeologiche,mazzarino,area archeologica di sophiana,mazzarino contrada sofiana s.p. 25,,,chiuso al pubblico. per informazioni urpmuseo.casaleregione.sicilia.it oppure visita www.villaromanadelcasale.it.,,visitabile su prenotazione,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid165ampidsito129,,,,0935 687667
Sicilia,110,"4,00","2,00",,,aree archeologiche,modica,area archeologica di cava dispica,"modica, s.p. modica cava ispica snc",,,dipende dal polo regionale di ragusa per i siti archeologici e per i parchi archeologici di kamarina e cava ispica,,"dal 1 aprile tutti i giorni, festivi compresi, dalle 9 alle 18.30.",ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid52ampidsito69,,,,0932771667
Sicilia,111,"6,00","3,00",,,musei e gallerie,terrasini,museo regionale di terrasini,lungomare peppino impastato,,,,,"luned chiuso, da marted a domenica dalle 0900 alle 1900.ingresso gratuito la prima domenica del mese.",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid8ampidsito66,,,,centralino 091.8810989 personale di custodia 091.8683327e mail poloartemoderna.pa.ou3regione.sicilia.it
Sicilia,112,,,,,monumentale,taormina,castello di tauro,,,,,,chiuso per ristrutturazione,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid143ampidsito115,,,,090 36746435 urp
Sicilia,113,gratuito,gratuito,,,aree archeologiche,acquedolci,area archeologica. grotta di san teodoro,contrada favara,,,,,"tutti i giorni compresi i festivi da aprile a settembre, ore 0900/1900.",messina,,,,,,,,,,0941730005
Sicilia,114,"4,00","2,00",,,musei archeologici,caltanissetta,museo regionale interdisciplinare di caltanissetta,contrada santo spirito,,,,,"tutti i giorni 9,00 13,00 e 15,30 19,00. chiuso lultimo luned del mese",caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid18ampidsito16,,,,0934567062 fax 0934567086
Sicilia,115,"4,00","2,00",,,musei archeologici,gela,museo archeologico regionale di gela,corso vittorio emanuele 1,,,apertura tutte le domeniche di giugno e luglio,,"in ora solare da luned a sabato, dalle 9,00 alle 19,00 ultimo ingresso ore 18,30. chiuso i festivi tranne la prima domenica di ogni mese con ingresso libero.",caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid19ampidsito19,,,,0933912626
Sicilia,116,gratuito,gratuito,,,antiquaria,sciacca,zona archeologica di tranchina,contrada tranchina sciacca,,,,,"da luned a venerd dalle 9 alle 13,00. tutti i sabati,le domeniche e le festivit chiusura totale",agrigento,,,,,,,,,,centralino soprintendenza bb.cc.aa. di agrigento 0922552611
Sicilia,117,gratuito,gratuito,,,monumentale,spadafora,castello di spadafora,via nazionale,,,,,"tutti i giorni dalle 9,00 alle 19,00. domenica e festivi su prenotazione",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid144ampidsito116,,,,090 36894435 urp
Sicilia,118,"6,00","3,00",,,musei archeologici,aidone,museo regionale di aidone,largo torres truppia 1,,,"prevista vendita biglietti ridotti e cumulativi di due o tre siti tra area arch. di morgantina, museo di aidone e villa del casale.",,"aperto tutti i giorni, compresi i festivi, dalle 8,30 alle 19,30,orario continuatoultimo ingresso alle ore 18.00",enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid22ampidsito40,,,,093587307
Sicilia,119,ingresso libero,ingresso libero,,,aree archeologiche,san cipirello,area archeologica monte jato,"sede uffici contrada perciana case dalia, 90040 san cipirello/monreale",,,"dipende dal polo regionale di palermo per i parchi e i musei archeologici. per visitare larea scavi, posta a 900 metri, consigliabile calzare scarpe e indossare abiti adeguati.",,"area archeologica da marted a sabato 9,30 16,00 ultimo ingresso ore 14,00. domeniche e festivi 9,30 13,30 ultimo ingresso ore 12,00. antiquarium 9,30 18,30. domeniche e festivi 9,30 13,00. lunedi chiusura",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid94ampidsito64,,,,0918577943
Sicilia,120,"4,00","2,00",,,monumentale,partanna,castello grifeo,piazza b. graffeo,,,"biglietto cumulativo dingresso con il parco archeologico di selinunte, con tariffa intera di 6,00 e ridotta di 3,00, la cui validit di giorni tre dalla data di emissione",,"tutti i giorni dalle 9,30 alle 12,30 e dalle 15,30 alle 18,30. la biglietteria chiude mezzora prima.",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid185ampidsito151,,,,0924 923970
